,DNA16S_1,DNA16S_2,DNA16S_3,DNA16S_4,DNA16S_5,DNA16S_6,DNA16S_8,DNA16S_9,DNA16S_10,DNA16S_11,DNA16S_12,DNA16S_13,DNA16S_14,DNA16S_15,DNA16S_16,DNA16S_17,DNA16S_18,DNA16S_20,DNA16S_21,DNA16S_22,DNA16S_23,DNA16S_24,DNA16S_25,DNA16S_26,DNA16S_27,DNA16S_28,DNA16S_29,DNA16S_31,DNA16S_33,DNA16S_34,DNA16S_35,DNA16S_36,DNA16S_37,DNA16S_38,DNA16S_39,DNA16S_40,DNA16S_41,DNA16S_42,DNA16S_43,DNA16S_44,DNA16S_45,DNA16S_46,DNA16S_47,DNA16S_48,DNA16S_49,DNA16S_50,DNA16S_51,DNA16S_52,DNA16S_53,DNA16S_54,DNA16S_55,DNA16S_56,DNA16S_57,DNA16S_58,DNA16S_59,DNA16S_60
OTU811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007144771,0
OTU812,0,0,0.007566109,0.005739935,0,0,0,0,0.012051097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012349186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004586314,0.005417705,0,0,0,0.005819706,0,0.003550002,0,0,0,0,0.003447265,0,0.005358578,0
OTU813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042322342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU814,0,0,0.002522036,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU815,0,0,0.0138712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002206361,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0,0,0,0,0,0,0,0,0,0
OTU816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006971313,0,0.007022225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU817,0.004389623,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0.006971313,0,0,0,0,0,0.027540622,0,0.021907862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004477211,0.005351696,0,0,0,0.004224757
OTU818,0.002926415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01045697,0,0,0,0,0,0,0.007409511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU819,0,0,0,0,0,0,0,0,0.03615329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103417964,0,0,0
OTU820,0,0,0,0.013775844,0,0.009598925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004847545,0.006879472,0,0,0,0,0,0,0,0.006808279,0,0,0,0.006894531,0,0,0
OTU821,0,0,0.006305091,0.012627857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016053941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004586314,0,0,0,0,0.004655764,0,0,0.005446623,0,0,0,0,0,0,0
OTU822,0,0.042541955,0,0,0,0,0.013379716,0,0,0,0,0.062355573,0,0,0,0,0,0,0,0.103573278,0,0,0,0,0,0,0.020343015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050632301,0,0,0,0,0,0.029301756,0,0,0
OTU823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013584104,0,0,0,0,0,0,0,0.005515902,0,0,0,0,0,0,0,0,0,0.004823345,0,0.002327882,0.002411062,0,0,0,0,0,0,0,0,0
OTU824,0.002926415,0,0.007566109,0.003443961,0.00241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006971313,0.02589332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU825,0,0,0.008827127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411062,0,0,0,0,0,0,0,0,0
OTU826,0,0,0,0.029847662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01525553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004655764,0,0.007100004,0,0,0,0,0,0,0,0
OTU827,0,0,0,0.016071818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004939674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010849779,0,0,0,0.008954422,0,0.012065429,0,0,0
OTU828,0,0,0,0,0,0,0,0,0,0,0.023266636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU829,0.010242454,0,0,0,0.00362529,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010533338,0,0,0,0,0,0,0,0.018780518,0,0,0,0,0.002206361,0,0,0,0,0,0,0,0,0,0.004823345,0,0.012803352,0,0,0,0.002266366,0,0,0,0,0,0
OTU830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0.003616593,0.005325003,0,0,0,0,0,0,0,0
OTU831,0,0,0,0,0,0.003199642,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU832,0,0,0.0138712,0,0.00483372,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0.005266669,0,0,0,0,0.012349186,0.003129695,0,0.012520346,0,0,0,0,0.006619083,0,0.011059092,0,0.005717226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU833,0,0,0.007566109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411062,0,0,0,0,0,0,0,0,0
OTU834,0,0,0.003783054,0,0,0.004799462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006259389,0.008468118,0,0,0,0,0,0,0,0,0.00799105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005266669,0,0,0.011700354,0,0.006174593,0,0.006351088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411062,0,0,0,0,0,0.005170898,0,0,0
OTU836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003704756,0,0,0,0,0,0,0,0.002206361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU838,0,0.002933928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU840,0,0,0,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0.002469837,0,0,0,0,0,0.006102212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987947,0,0,0,0,0,0,0.005266669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005351696,0,0,0,0
OTU842,0,0.004400892,0.005044073,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0.014090461,0,0,0,0,0,0,0,0.003704756,0,0,0,0.010299457,0,0,0,0.002206361,0.007694971,0,0,0.017151678,0,0,0,0,0,0,0,0,0,0,0,0,0.004477211,0,0,0,0.003572385,0
OTU843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012874321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU844,0,0,0,0.013775844,0.00483372,0,0,0,0,0.008663259,0,0,0,0,0,0,0,0.016908553,0,0.038839979,0,0,0,0,0,0.011114267,0.020343015,0,0,0.038622963,0.019305019,0.003051106,0,0,0,0,0,0,0,0,0.013758943,0,0,0,0,0,0,0.012425006,0,0.003399549,0.019401248,0,0,0,0.007144771,0
OTU845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024577789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004532732,0,0,0,0,0,0
OTU846,0,0,0,0,0.00241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003704756,0,0.006351088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008126558,0,0,0,0,0,0,0,0,0,0,0.005170898,0,0,0
OTU847,0,0,0,0,0.00362529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003129695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU848,0,0,0,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0.005266669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008126558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003491823,0,0,0,0,0,0,0,0,0,0
OTU851,0,0,0,0.020663766,0,0,0,0,0,0,0.093066543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008875004,0,0,0,0,0,0,0,0
OTU852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004234059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU853,0,0.002933928,0.003783054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004290004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411062,0,0,0,0,0,0,0,0.008930964,0
OTU854,0,0,0,0,0.00241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004939674,0,0.004234059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003309541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002984807,0,0,0,0,0
OTU856,0,0,0,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007724593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU858,0,0.002933928,0.002522036,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0,0,0,0,0.004477211,0,0,0,0,0
OTU860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU861,0,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180115274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033473234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU863,0.007316038,0,0.010088145,0,0,0.003199642,0.026759433,0,0.004820439,0,0,0.00733595,0,0.024698676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002266366,0,0,0,0,0,0
OTU864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006106497,0,0,0,0,0,0,0,0,0,0,0
OTU865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411062,0,0,0,0,0,0,0,0,0
OTU866,0.016095284,0,0,0,0.02296017,0,0,0,0,0.008663259,0,0,0,0,0,0,0.03500175,0.022544737,0,0,0,0,0,0,0,0.004939674,0,0,0.012520346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002984807,0.008919493,0,0,0.003572385,0
OTU867,0,0,0,0,0,0,0,0,0.003615329,0.020214271,0.023266636,0,0.012723456,0,0,0,0,0.011272369,0.013942626,0,0.005266669,0,0.006204051,0,0,0,0,0,0,0,0,0,0,0.012134985,0.007694971,0,0,0.014293065,0,0,0,0.008126558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025040691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013431633,0,0,0,0.003572385,0
OTU870,0,0,0,0,0,0,0,0.0092687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU871,0.017558492,0,0.008827127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007824236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU873,0,0,0,0,0,0,0,0,0,0.020214271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU874,0,0,0,0,0,0,0,0,0,0,0,0.029343799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027459954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005819706,0,0.023075012,0,0,0,0,0.032749022,0,0,0
OTU875,0.005852831,0,0.003783054,0,0,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0,0,0,0,0,0,0,0,0,0
OTU877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003616593,0,0,0,0,0,0,0,0,0
OTU878,0,0,0.002522036,0,0,0,0,0,0.003615329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004412722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012874321,0,0,0,0,0,0,0,0,0.013563,0,0,0,0.007866583,0,0,0,0,0,0,0.002266366,0,0,0,0,0,0
OTU880,0.002926415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU881,0,0,0,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008580009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007135594,0,0,0,0
OTU882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02095094,0,0,0,0,0,0,0,0,0,0
OTU883,0,0,0,0,0,0,0,0,0,0,0.069799907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005446623,0,0,0,0,0,0,0
OTU884,0,0,0,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006351088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU886,0,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0.019758941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021170294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026758478,0.015512695,0,0,0
OTU888,0,0,0.010088145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002266366,0.004477211,0,0,0,0,0
OTU890,0,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0.01045697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002723312,0,0,0,0,0,0,0
OTU891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028400014,0,0.002266366,0,0,0,0,0,0
OTU892,0,0,0.003783054,0.003443961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003129695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004655764,0,0,0,0,0,0,0,0,0,0
OTU894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021699558,0,0,0,0,0,0,0,0,0
OTU895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003491823,0,0,0,0,0,0,0,0,0,0
OTU896,0,0,0.003783054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006204051,0,0,0.003704756,0.006259389,0,0,0,0.004290004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006894531,0,0,0
OTU897,0,0,0,0,0.00483372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010953931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010849779,0,0,0,0,0,0,0,0,0
OTU898,0.004389623,0,0,0.003443961,0,0.003199642,0,0,0,0,0,0.018339875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013431633,0,0,0.017179179,0,0
OTU899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009042,0,0,0.005417705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU900,0.008779246,0,0.003783054,0,0.00362529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006204051,0,0,0.002469837,0,0,0,0,0,0.004576659,0,0.011031805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004224757
OTU901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006106497,0,0,0,0,0,0,0,0,0,0,0
OTU902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013942626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0,0,0,0,0,0,0,0,0,0
OTU903,0,0,0,0.004591948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015648473,1.325260395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027126,0,0,0,0,0,0.042745481,0,0,0,0,0,0,0,0,0,0,0
OTU905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006894531,0,0,0
OTU906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010533338,0.013519603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU907,0,0,0.005044073,0.002295974,0.00241686,0,0,0,0.009640877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013770311,0.003704756,0.003129695,0,0,0,0,0,0,0.004412722,0,0,0,0,0,0.008079241,0,0,0,0,0,0.002327882,0,0,0,0,0,0,0,0,0,0
OTU908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008454276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU909,0,0,0.002522036,0,0.00362529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100059071,0,0.005446623,0,0,0,0,0,0,0
OTU910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002469837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010654733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU912,0,0,0,0,0,0,0,0,0,0,0,0.0146719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU913,0,0,0,0,0,0.006399283,0,0,0,0,0,0,0.019085184,0,0,0,0.052502625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066865953,0.004823345,0,0,0,0,0,0.003399549,0,0,0,0,0,0
OTU914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005266669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003567797,0,0,0,0
