,ITS_1,ITS_2,ITS_3,ITS_4,ITS_5,ITS_6,ITS_7,ITS_9,ITS_10,ITS_11,ITS_13,ITS_14,ITS_15,ITS_16,ITS_17,ITS_18,ITS_19,ITS_20,ITS_21,ITS_22,ITS_23,ITS_24,ITS_25,ITS_26,ITS_27,ITS_28,ITS_29,ITS_30,ITS_31,ITS_32,ITS_33,ITS_34,ITS_35,ITS_36,ITS_37,ITS_38,ITS_39,ITS_40,ITS_41,ITS_42,ITS_43,ITS_44,ITS_45,ITS_46,ITS_47,ITS_48,ITS_49,ITS_50,ITS_51,ITS_52,ITS_53,ITS_54,ITS_55,ITS_56,ITS_57,ITS_58,ITS_59,ITS_60
OTU478,0,0,0,0,0,0,0,0,0,0,0.000127089,0,7.55E-05,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964007,0,0,5.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU479,0,0.000557075,0.000165173,0,0,0.000127035,0,5.29E-05,0.000628052,0.000510795,0.000683104,0.000585293,0.001253492,0.001650057,0.008092992,0.00056709,0,0,0.000492278,9.25E-05,8.27E-05,0.001725197,0,0,6.64E-05,0,0,0,0,0,0,0,0,0,0.000451444,0.000388315,0,2.92E-05,0,0,0.000662022,0.000671555,0.001118332,7.06E-05,0.000299956,0,0.007195342,0.000244024,0.000473084,0,0,0.0004149,0,0,0,0,0,0
OTU480,0,0,0,0,0,0,0,0,3.75E-05,0,0,0.000553368,0,0,0,0,0,7.76E-05,0,0,0.001183748,0,0,0,0,0,0,0,0,0,0,0,0,0.000445969,0,0.000432276,0,0,0,0,0,0,0.001083165,0,0,0,0.010371903,0.002412081,0.007351001,0,1.54E-05,0.000475914,0,0,0,0,0,0.000175743
OTU481,0,0,0.000412933,0,0,0,3.96E-05,0,0,0.000137043,9.53E-05,0.002330531,0.000120819,0,0,0,0,0.000108696,0,0,0.000305483,0,0,0,6.64E-05,0,0,0,0,0,0.000159925,0,0,0,0,0,0,0.000335509,0,0,0,0,0,0,0,0,0.000185686,0.000178325,0.000272933,0,0,0,0,0,0,0,0,0
OTU482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004576338,0,0,0,0,0,0.028922023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU483,0.015340455,0.015954883,0.022811602,0.044988903,0.020317516,0.034962913,0.011882817,0.009210833,0.006130541,0.005718415,0.012295863,0.006927743,0.001177981,0.020534042,0.023106937,0.006757821,0.004572041,0.018493789,0.012152241,0.011767788,0.01512143,0.020180599,0.007000066,0.010869657,0.017789578,0.008043167,0.001899788,0.010695782,0.004712956,0.018016244,0.017461793,0.006151487,0.001319743,0.004204848,0.001371694,0.006703935,0.006869585,0.023828453,0.009040862,0.013012362,0.000794427,0.000119147,0.003073655,0.000423451,0.000405823,0.000760668,0.00011937,0.000994866,0.000345715,0.001905162,0.000344367,0.001806034,0.008266345,0.006808658,0.003502056,0.004372667,0.004237083,0.020442872
OTU484,0,0,0,0,0,0,0,0.000137633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU485,0.005772277,0.007016643,0.004353494,0.057217459,0.000956459,0.062833026,0.024201701,0.005050077,0.008155307,0.007499969,0.002684756,0.006087049,0.000347353,0.00066788,0.007944632,0.008569358,0.023272098,0.00447205,0.003488143,0.010997141,0.0075989,0.005335488,0.003886829,0.011403814,0.002376369,0.022957744,0.02000861,0.005434346,0.026571185,3.94E-05,0.011934391,0.042818681,0.04984135,0.012338469,0.000329901,0.006029878,0.007134075,0.001181576,0.000495232,0.002756382,0,0,0.000302442,0.00014115,0.000608734,0.001826962,0.002473606,0.001454757,0.000809702,0.002287053,0.000570518,0.003520547,0.003549862,0.004589197,0.008576675,0.003976537,0.004467425,0.002743858
OTU486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU487,0,0,4.13E-05,0,7.97E-05,0,0,0,0,0,0.000333609,0,0.000211432,0,0,0,0.002306615,0,0,2.31E-05,0,0,0.000132077,0,0.000371723,0,2.81E-05,0,0.000271135,0,0.000369826,0,0,0,0.027746428,0.000725344,0.000493238,0,0,0.001476134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU489,1.57E-05,1.25E-05,4.13E-05,6.09E-05,0,2.82E-05,6.94E-05,3.18E-05,9.37E-05,3.74E-05,0.000794306,0.000478876,0.000211432,0.000314297,0,0.000173277,0.000164758,0.000201863,0,0.000570279,1.91E-05,0,0,4.24E-05,3.98E-05,0,0,0,3.99E-05,0,0,0,0,0.00012742,0,0.000190494,0.000207303,0.000175048,0,0.000216873,0,0,0,0,0,0,0,0,0,0,2.06E-05,0.000115928,8.33E-05,0.000161836,0.00016036,3.05E-05,0.000127294,6.24E-05
OTU490,0.00651734,0,0.005627688,0.001610166,0.00573151,0.024623658,0.001853283,0.006087619,0.002268488,0.001756637,0.004464002,0.001032244,0.005633165,0.027330705,0.011928075,0.004709997,0.00370706,0.001428571,0.000154716,0.002835983,0,0.002137561,0.001207559,0.001390502,0.001062064,6.51E-05,0.019849514,0.000450804,0.022073541,3.15E-05,0.000779634,0.001842112,0.004548901,0.002824469,0.003194833,0.001487321,0.010693964,0.005178513,0.002879256,0.012935407,0,0.00126729,0.00093546,0.001895448,0.002637847,0.002506129,0.002778662,0.006072438,0.009379805,0.00241578,0.003849712,0.010000305,0.001105513,0.002450655,0,0.001066504,0.003703659,0.002630475
OTU491,0,0,0,0,0,0,6.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403578,0,0,0,0,0,0,0,0,0,0
OTU492,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,0,0,0,0,4.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79E-05,0,0,0,0,0,0,0,0,0,0,0,0
OTU493,6.27E-05,0.001258114,0.001061828,0.000104443,0.000188394,0.000183495,0.001288379,0.003737269,0.000974887,6.23E-05,0.001493296,0.000808769,0.001329004,0.0015191,0,0.004174412,0,0.000776398,5.63E-05,0.001240743,5.09E-05,0.001371742,0.000113209,4.24E-05,0.000544308,0.000593111,0.00013102,0.000197613,0,0,0.001689206,1.67E-05,0.000182518,4.25E-05,0,0.000351682,0.006433534,0,0.000184272,0.000692593,0.000112035,0.000227462,0.000203973,0,0.0001588,0,0.000258634,0.000300337,0.002711137,0.000991199,0.00051398,0.00029287,6.67E-05,0,0.000982852,0.000213301,0.00040613,0
OTU494,0.005576208,0.003962119,0.00425911,0.004551982,0.003159214,0.002491302,0.005054409,0.002244479,0.006721098,0.002117931,0.007974836,0.000468235,0.002567394,0.004439439,0,0.015673734,0,0.005031056,0.021350812,0.0061883,0.003595795,0.004536006,0.000471703,0.000517199,0,0.002307347,0.000346267,0.002396053,0.000159491,0,0.000599718,0.002909036,0.00077219,0.001242342,0.001267515,0.00244712,0.000986475,0.00083148,0.00096743,0.003756795,0.000926831,0.000574071,0.001462975,0.004688209,0.004252316,0.00173867,0.001571701,0.001032408,0.000382106,0.000502036,0.001706414,0.000256262,0.000605532,0.02547756,0,0.001394073,0.00026065,0.004008073
OTU495,0,0,0,0,0,0,0.000436067,9.53E-05,0.000440574,0.000311461,0,0,0,0,0,0,0,4.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466796,0,0.002434571,0.001986067,0.007148814,0.007596219,0.002954076,0.000520512,0.014167442,0.002752135,0.000150168,0.00306595,0,0.002312911,0.002611428,0.000138883,0,0,0.000487545,0,0
OTU496,0,0,0,0,0.000543443,0.00014115,0,7.41E-05,0.000374957,0,0,0,0,0,0,0.000236287,0,0,0.000168781,0.000100184,0.000101828,0.000849975,0.000386796,0,0.001181547,0,6.55E-05,0.000172911,0.017448305,0,0.001449319,0,0.000112319,0,0.000225722,0,0,0.000211517,0.000667987,0.001084363,0,0,0,0,0,0,0.000112738,0,4.55E-05,0,0,0,0.000288878,0.000664682,0.000884567,0,0,0
OTU497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117861,0,0,0,0,0,0,0,0.000126234,0.003801923,0,0,2.17E-05,0,0.00016056,0.00412284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165791,0,0,0,0,0,0,0,0.000315547,0,0,0
OTU498,0,0,0,0,0,0,0.000227944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172585,0.000759472,0,0,0,0,0,0.00227555,0,0,0,0,0,0,0,0.000741565,0,0,0,0,0,0,0.001803809,0.000206482,0,0,0,0,0.001733266,0.001213768,0.000331066,0.00010665,0.000988046,0.000357155
OTU499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU500,0,0.001107891,0.000312649,0.00382088,0.000260853,0.000247013,0.000386514,0.000254092,0.000768661,0,0.001604499,0.000308609,0.000543683,0.00057621,0.003501276,0.00056709,0.001029739,0.002142857,0.000436018,0.000986429,0.000483682,0.000328208,0.000292456,0.001687256,0.00379688,0.00160574,0.000636382,0.000716346,0.000917073,0,0.000499765,0.000725175,0.000716031,0.000658335,0,0.013217376,0.000807766,0.008227271,0.00777399,0.012767505,0,0.001429763,0,0.000383122,0.000282311,0.002689505,1.99E-05,0.000844698,0.154143581,0,0.153849712,0.001446048,0.001566606,0.00076294,0.001562217,0,0.00133356,0.001371929
OTU501,0,0,0,0.002454415,0.000485476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001879135,0,0,0,0,0,0,0.000146435,0,0,0,0,0,0
OTU502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191053,0,0,0,0,0,0,0,0,0
OTU503,0,0,0,0.000409069,0.000115934,0,9.91E-05,7.41E-05,0,0,0,0,0,0,0,0,0,4.66E-05,0.000154716,0,0,0,0,0,0,0.000144661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255111
OTU504,0.001254843,0,0,0.006162148,0,0.005003776,0.000763117,0.000465835,0,0,0.001779246,0.005437906,0.000604093,0.001401239,0.005355765,0,0,0.000559006,0.002756758,0.000308259,0.000229113,0.000159896,0.001273597,0.000695251,0.000955858,0.000108496,0,0.001012765,0.000119618,0.002402691,0.000699671,0.000441773,0,0,0.003733093,0.000527523,0.000850656,0.002764305,0.000207306,0.000643622,0.00492952,0,0.001012829,0,0,0,0.002440448,0.000685144,0.000382106,0,0.029302015,0.004148998,0.000355542,0,0,0.001036033,0.015457168,0
OTU505,0,0,0.000224164,0,0,0,0,0,6.56E-05,0,0.000428925,0,0,0.000615497,0,0,0.00094736,0.000341615,0,0.000107891,0,4.21E-05,0.000245285,0,0.000345171,0,0,0,0,0,0,0,0.000322916,0,0,8.06E-05,0.000822063,0.000758543,0,0,0,0,0.000344643,0,0,0,0,0,0,0,0,0,0,0.000254313,0,0,0.000169726,0
OTU506,2.35E-05,0.004994899,0.004530466,0.005135123,0.003028788,0.002907695,0.003716477,0.002487984,0.002530957,0.003289023,0,0.000266042,0,0,0,0,0.001029739,0.000885093,0.000928296,0.000762941,0.00033094,0.000454442,0.000245285,0,0.000398274,0.000426751,0,0.002396053,0.000239236,0,0.000779634,0.00084187,5.62E-05,0,0,0,0,0,0,0.000377778,0.001527744,0.001234795,0.000625985,0,0,0,0,0.000225253,0.000400302,0.000450545,8.22E-05,0.000597944,0.000494425,0.000398809,0.000884567,0,0.000721335,0.000311802
OTU507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295409,0,0,0,0,0.000262795,0,0,0,0,0,0,0,0,0,0
OTU508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103775,0.000356104,0.000730169,0,0,0.001111571,0,0,0.001529281,0,0.000252717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33E-05,0,0
OTU509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU510,0,0,0,0,5.80E-05,0,0,0,0,0,0,0,0,0,0,4.73E-05,0,0,0,0,0,0,0,0,0,0.000137428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU511,0,0.00068852,8.85E-05,0,0,0,0.000545083,0.00212802,0.001631061,0.000348836,0.001016712,0.000744919,0.000181228,0.002422703,0,0.000740367,0,0.000295031,0.000267237,5.39E-05,0.000203656,0.000244052,0.001547184,0.011471643,0.00025224,0.001902296,0.001385067,0.002933312,0.000669862,0.004726605,0.000159925,0.000975236,0.00233061,0.004523397,0.003646276,0.000564156,0,0,0.000357028,0,0.011814552,0.002740379,0.00742038,0.000887231,0.004922805,0.007056554,0.01232824,0.031300741,0.004930993,0.000158764,0.002379729,0.004582202,0.00040554,0.001733954,0.000253472,0,0,0.00045353
OTU512,0.000337239,0,2.36E-05,0.000226294,0.000586918,0,0.000178391,0.000645817,0.000515565,0.000311461,0.001604499,0.000170267,0.007249113,0.007372874,0,0.002882707,0,0,0.000112521,0.002257997,0,0,0,0.000525678,0,0,5.62E-05,0,0,0,0,0,0,0,0,0,0.002551969,0.000619963,0.000794675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190735,0,0,0,0
OTU513,0.002462629,0.004788343,0.003179585,0.003551068,0.001210066,0.005307249,0.003151573,0.002032736,0.005783706,0.004273238,0.045656733,0.034489731,0.035445141,0.033865455,0.003078452,0.043634416,0.009391218,0.005170807,0.013178992,0.011189803,0.005740543,0.003660784,0.006867989,0.003849317,0.021905078,0.004159012,0.003434593,0.004514213,0.007823029,0.003103804,0.023369017,0.005309616,0.009799792,0.00914236,0.009133054,0.008528285,0.010200726,0.014653003,0.013970148,0.01429261,0.003310112,0.003531081,0.005746399,0.024136714,0.003078959,0.004333091,0.013767309,0.004767849,0.003384372,0.001064145,0.00339227,0.00112267,0.001511052,0.007161229,0.001789825,0.002376781,0.001733628,0.011485651
OTU514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274994,0.000368272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU515,0,0,0,0,0,0,0,0,0,0,0,2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000520196,0,0.000284454,0,0,0,0,0,0,0,0,0,0,0.000109173,0,0,0,0,0,0,0,0,0
OTU516,0,0,5.31E-05,0.000113147,0,4.23E-05,0,0,9.37E-05,0,0.000270064,0,0,0.000117861,0,0.000141772,0,0,2.81E-05,0,0,0,0,0,0,0,0,4.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69E-05,0.000191053,0,0,0,0,0.000410369,0,0,0,0.000164405
OTU517,0,5.01E-05,0.000230063,0,9.42E-05,9.17E-05,0.000664011,0.000158807,0.000374957,0.000224252,0.002271716,0.000117059,4.53E-05,0.000772646,8.90E-05,0.000204782,0,4.66E-05,4.22E-05,0,2.55E-05,0,1.89E-05,9.33E-05,0,0.000159127,3.74E-05,0,0,0,4.00E-05,0.000525127,0,3.19E-05,0,8.79E-05,3.57E-05,0,0.000126687,0,0,6.50E-05,0,6.05E-05,0,8.15E-05,0,0.000131397,0,0,0,0,0.000172216,0,1.03E-05,0,0,0
OTU518,0.003074365,0.00043189,0.000961544,0.001218504,0.002260722,0.000712809,0.001565876,0.000698753,0.001059253,0.000573087,0.002652983,0.000351176,0.000528581,0.031141551,0.007366032,0.002961469,0,0.001195652,0.000928296,0.000323672,0.001120106,0.000235637,0.001264163,0,0.000942582,0.000737773,0.000383701,0,0.000733658,0,0.002049037,0,0.000435234,0,0.000625076,0,0,0.000736662,0.000380062,0,0,0.001018164,0,0,0,0,0.001392647,0.000910396,0.000500378,0.000926836,0.000488281,0.000445407,0.005572006,0.002502673,0.000967333,0.004045098,0.001121402,0
OTU519,0,0,0,5.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000673314,0,0,0,0,0,0,0
OTU521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000370706,0.000559006,0,0,7.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002925951,0,0,0,0,0,0,0,0.000107936,0.000671161,0,0,0,0,0,0
OTU522,0,0,0,0,0.000101443,6.35E-05,0,0,0,0,0,0,9.06E-05,0.000275009,0,0,0,0.000170807,0.000210976,0,0.000235477,6.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145896,0.000675758,0,0.001064145,0,0,0,0,0,0,0,0
OTU523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU524,0.001505811,0.001308188,0.00462485,0,0.000144918,0.002660682,0.000267586,0.000296441,0.014642057,2.49E-05,0.005448942,0.024901564,0.003745375,0.000458349,0.027550294,0.005151066,0,0.001863354,0,0.002928461,0.001832901,0.003223173,0.002990594,0.028878356,0.012200465,0.001070493,0.003004099,0.001377113,0.003141971,0,0.002418863,0.002700653,0.006037121,0.002304172,0.000659802,0.02539436,0.012352386,0.034477225,0.002130649,0.000566667,0.000325919,0.003401103,0.001399674,0.00176438,0.000705779,0.000842168,0,0.000459891,0,0,0.002153577,0.000512523,0,0,0,0.000205683,0,0
OTU525,0,0,0,0,0,0,0,0,0,0,0,0,9.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196929,0,0,0,0,0,0,0,0.000455042,0.000172423,0,4.55E-05,0,0,0,0,0,0,0,0,0
OTU526,0,0.001183002,0.001002837,5.22E-05,4.35E-05,0.007452732,0,4.23E-05,0,0,0.000476584,0.002021922,0,0.001820301,0.005318675,0,0,0,0,0.000539453,0,0.000925716,0.000622647,0,0,0,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0.002038513,0,0.000112035,0,0,0,0.000299956,0.000149417,0,0,0,0,0,0,0,0,0,0,0,5.67E-05
OTU527,0,0,0,0,0,0,0,0,0.000290591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65E-05,0,0,0,0.00025006,0,0,0,8.06E-05,0,0,0,0,0,0,2.81E-05,0,1.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU528,0.000729377,0,5.31E-05,2.61E-05,0.000144918,0.000656349,0,4.23E-05,0.000740539,0.000685213,0.000508356,0.003043525,0.006312769,0,0,0.001118427,0,0.000698758,0,0.006773992,1.91E-05,0.000168312,0.002717007,0.000178052,0.000305344,0,0.000411777,0.000314945,0.000151516,0,1.00E-04,0,5.62E-05,0.000679571,0.000225722,0.005641563,0.001093701,0,0.001382043,3.50E-05,0.005917461,0,0,0,0.000114689,0,0,0,0,0,1.03E-05,0,0.000116662,0,0.000367276,0,0.000278835,0
OTU529,0.00014117,0,4.13E-05,0,0,0,0,0,0.00016873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-05,0,0,0,0,0,0,0,0,7.94E-05,0,0,0,0,8.58E-05,0,0.000109826,0,0,0,0,0,3.40E-05
OTU530,0,0,0.000106183,0,0.000173902,0,0,0.000105872,0.001865409,6.23E-05,6.35E-05,0.000202192,0.000211432,0.000130957,0,0.001039665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175841,0,0.000102112,0.00173907,0.002161731,0,0,0,0,0,0,0,0,0,2.15E-05,0,0,5.56E-05,0.000317892,9.31E-05,3.05E-05,5.46E-05,0
OTU531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308778,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU532,0.000243126,0,0.028321309,0.002767744,0.000855017,0.000903361,0.000257676,0.000550533,0.0002156,0.000822256,0.001112029,0.000542726,0.000619195,0.00094289,0,0.001591002,0,0.000512422,0,0.000585692,0.000222748,0.001742028,0.000160379,0.000483284,0,5.79E-05,0,0,5.58E-05,0.005057468,0.000779634,0,4.21E-05,0,0.002066223,0.000197821,0.000271638,0,0.000287926,0.000790536,0.000774057,0.000292452,0.005697164,0.002823008,0.000855757,0.001208919,0,9.39E-05,0.000127369,0.000150182,0.003438528,0.000683364,0,0,0,0,0,0
OTU533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000811328,0,0,0.000151894,0.001029442,0.130665152,0.06277562,1.58E-05,0.000309854,0,0.004759498,0.052167727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000460388,0,0,0
OTU535,0.00022744,0,0.005008288,0.002567562,0.000521705,0,6.94E-05,0.001355157,0.000103113,2.49E-05,7.94E-05,9.58E-05,0.000105716,0,0,0,0,0,0,0,0,0,2.83E-05,0,0,0.004144546,0,0.000185262,0,0,0,0.006784973,0,0.000222984,0.000434081,0,0,0,0,0,0,0,0,0,0.000185267,0,0,0,4.55E-05,0.000201673,0.00026213,0,0,0,0,0,0,0
OTU536,0,0,2.95E-05,0,0,0.00011292,0,0,0,0,0,0,0,0,0,0.000299297,0,7.76E-05,5.63E-05,0,0.00037549,5.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121522,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71E-05,0.000134232,1.11E-05,0,0,0,6.67E-05,0
OTU537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37E-05,0,0,0,0,0,0,0,0,0
OTU538,0,0.003298636,0,0,0,0,0,0,0,0.000112126,0,0,0,0,0,0,0,0,0,0,0,0,0.00030189,3.39E-05,0,9.40E-05,0.000804837,0,8.77E-05,0,0,0,0.00073007,0,0,0,0,0,0,0,0.000305549,0,0,0,0,0,0,0,0,0,8.74E-05,0,0.000522202,0,0,0,0,0.000215427
OTU539,2.35E-05,0,5.31E-05,1.74E-05,0.000115934,0,0.000138748,0,9.37E-05,0,9.53E-05,0.000202192,9.06E-05,0.000275009,0,0,0,0.000108696,0.000914231,0.003491034,0.000280026,0.000294546,4.72E-05,0.000330668,9.29E-05,0.000253157,3.74E-05,0.000500207,0.000502396,0,0,0,0,0.000116801,0.000190995,0.000337028,0.000421754,0.000182342,0.000403096,0,0,0,0.000133637,0,0,0.000149417,0.00076264,0.000300337,5.46E-05,0,0,3.05E-05,0.000288878,7.51E-05,0,5.33E-05,0,3.40E-05
OTU540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07E-05
OTU541,0,0,0,0,0,0,0,0,9.37E-05,0.000124584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215867,0,0,0,0,0,0,0,0,0,0
OTU542,0,0,0,0.00043518,4.35E-05,0,0,0,0,9.97E-05,0,5.32E-05,0,0,0,0,0,0,0.000239107,0,0.000159106,0,0,0,0,0,0.000514721,0,0,0,0,0,0.000449274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU543,0.003537088,0.00051952,0.005279644,0.002463118,0.001782492,0.003796941,0.001496502,0.000254092,0.000599931,0,0.001064371,0.000468235,0.000543683,0.00018334,0.002136372,4.73E-05,0.001482824,0.001304348,0.000281302,0.001024961,0.000655517,0.000252468,0.002764177,0.000245881,0.000477929,0.001352583,0.000898422,0.000456979,0.001889967,0,0.001799154,0.000741846,0.00075815,0,0.046151442,0.007758981,0.001522603,0.000291747,0.000414613,0.003882721,0.000193514,0,0.000344643,0.000544437,0.000255845,0.000196959,0.000252003,0.000694529,0.000627746,0.001012654,0.000899465,0.001433845,0.001422167,0.000664682,0.003796912,0,0.004364377,7.94E-05
OTU544,0,0,0,0,7.25E-05,0,0,4.23E-05,3.75E-05,0,0,0,0,0,0,0,0,0.000186335,0.000168781,0.000177249,0,0,0,0,0.000464653,0,0.000336908,0,0,0,0,0.001158613,0,0,0,0,0,0,0,0,0,0,0.000675219,0,0,0,0.000225476,0,0,0,0,0.000323378,0,0.000861197,0.000651786,0,0.000345513,0.000153066
OTU545,0,0,0,0,0,0.00011292,0,0,0,0,0.000238292,8.51E-05,0.000694707,0.000261914,0.002455344,0.000204782,0.000247137,6.21E-05,0.000267237,0,0.000260934,0.000370286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299956,0.000326001,3.98E-05,0,0.000627746,0.000510618,0.000873766,0.000854205,0,0,0,0,0,0
